Catalyst Products Export 
Report Generated at: Tue Oct 14 2025 23:46:47 GMT+0800 (China Standard Time)
ASIN,Product Name,Brand,Category,Revenue (Monthly),Units Sold (Monthly),Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight,Variant Differences
"B0D459XFFZ","YIMEIS Dog Harness and Leash Set  No Pull Soft Mesh Pet Harness  Reflective Adjustable Puppy Vest for Small Medium Large Dogs  Cats (Rose Red  Small (Pack of 1)","YIMEIS","Pet Supplies","$126,609.50","9,050","$13.99","$7.24","$6.75","989","28","5","1","05/14/2024","ABEmei","4.7","1.73 x 5.39 x 8.03 in","Large standard","0.201 lb","Color Name, Size Name"
"B0FFQMRYMK","Veterinary Formula Dental Health Supplement for Dogs – Vet-Formulated Chews with EpiCor® & Kelp – Smart Vitality Supports Plaque  Tartar  Breath & Oral Health  60 Soft Chews","Veterinary Formula","Pet Supplies","$41,092.65","2,745","$14.97","$7.39","$7.58","1,029","25","4","1","06/26/2025","Amazon.com","3.7","2.795 x 2.913 x 4.961 in","Large standard","0.529 lb","Style Name"
"B07QGG5PG6","Purina One Plus Digestive Health Formula Dry Dog Food Natural with Added Vitamins  Minerals and Nutrients - (Pack of 4) 8 lb. Bags","Purina ONE","Pet Supplies","$691,425.04","10,174","$67.96","$33.33","$34.63","1,050","42","7","2","02/24/2020","Amazon.com","3.9","8.1 x 14.8 x 19.4 in","Large bulky","33.151 lb","Size Name"
"B0B75GF9CN","Dogcator Charcoal Puppy Pads Extra Large  Activated Dog Pee Pads  X-Large Odorless Potty for Dogs 28''x34''  80 Count XL Disposable Pet Training Housebreaking  Black  28''x34'' 80ct","Dogcator","Pet Supplies","$455,777.28","6,594","$69.12","$25.53","$43.59","1,258","49","7","1","07/20/2022","JOYMI USA INC","4.4","11.4 x 11.5 x 13 in","Large bulky","12.5 lb","Size Name"
"B09KWS46XV","Best Pet Supplies Voyager Adjustable Dog Harness Leash Set with Reflective Stripes for Walking Heavy-Duty Full Body No Pull Vest with Leash D-Ring  Breathable All-Weather - Fuchsia  XL","Best Pet Supplies","Pet Supplies","$165,055.20","8,508","$19.40","$9.42","$9.98","1,309","15","7","1","11/02/2021","Amazon.com","4.1","1.693 x 9.606 x 11.417 in","Large standard","0.518 lb","Color Name, Size Name"
"B0BWNPDZ4V","Diggin' Your Dog  Firm Up Original Pumpkin Super Dog & Cat Supplement  1 Ounce","Diggin' Your Dog","Pet Supplies","$47,909.46","6,854","$6.99","$5.17","$1.82","1,371","39","2","1","02/23/2023","Diggin' Your Dog LLC","4.3","1.34 x 3.98 x 6.93 in","Large standard","0.071 lb","Size Name"
"B0BKPW2S61","Dog Poop Bag Holder - Leak-Proof 60 Dog Waste Bags - Ultra Thick  Extra Large Poop Bags for Dogs","Yingdelai","Pet Supplies","$69,225.36","8,664","$7.99","$5.32","$2.67","1,373","16","5","1","10/27/2022","Yingde","4.3","2.52 x 2.91 x 3.94 in","Large standard","0.37 lb","Color Name"
"B0C2PPDKDX","Tcksstex Waterproof and Anti-Slip Dog Bed Cover and Pet Blanket Sofa Pet Bed Mat ，car Incontinence Mattress Protectors Furniture Couch Cover for Most Cats Dogs  Pets（82x82- Light Grey）","Tcksstex","Pet Supplies","$256,022.98","7,622","$33.59","$13.27","$20.32","1,420","26","7","1","04/17/2023","Tcksstex","4.2","5.67 x 6.81 x 13.94 in","Large standard","3.241 lb","Color Name, Size Name"
"B0DP3LGRLK","Applaws Natural Wet Canned Cat Food  Limited and Natural Ingredients  High Protein with No Artificial Additives  Variety Selection in Broth (24 x 2.47 oz Cans)","Applaws","Pet Supplies","$363,332.29","7,571","$47.99","$15.91","$32.08","1,444","7","7","1","11/26/2024","Amazon.com","4.7","5.394 x 5.433 x 8.228 in","Large standard","5.368 lb","Flavor Name, Size Name"
"B0F7K4QYYH","KONG Extreme Dog Toy - Fetch & Chew Toy - Treat-Filling Capabilities & Erratic Bounce for Extended Play Time Most Durable Natural Rubber Material - for Power Chewers - for Small Dogs (Pack of 2)","KONG","Pet Supplies","$98,969.10","5,529","$17.90","$7.82","$10.08","1,686","50","5","2","05/05/2025","Pattern Products","4.6","2.17 x 5.4 x 7.01 in","Large standard","0.32 lb","Customer Package Type, Size Name"
"B0B3DJ8M15","Replaceable Charging Cable&Standard Size Ceramic Blade Set Pet Dog Hair Clipper Cat Trimmer Used Blade","Grimgrow","Pet Supplies","$66,170.79","6,021","$10.99","$6.32","$4.67","1,770","41","7","1","06/06/2022","Grimgrow","4.5","1.06 x 3.74 x 3.74 in","Large standard","0.09 lb","Color"
"B0F1BJ8KNC","Barkbox Pumpkin Spice Digestive Food Topper Broth Powder  All Life Stages  Large & Small Breeds - 6.1oz","Barkbox","Pet Supplies","$102,096.15","6,385","$15.99","$7.54","$8.45","1,802","9","7","1","03/12/2025","BARKBOX","4.8","3.5 x 3.75 x 3.75 in","Large standard","0.549 lb","Flavor Name, Size Name"
"B0D2XFHKVY","lilfrd Squeaky Crinkle Plush Unicorn Dog Toys  Dog Toys to Keep Them Busy  Tug of War & Pull Toys for Small  Medium Dogs Puppy","lilfrd","Pet Supplies","$11,857.81","1,319","$8.99","$5.72","$3.27","1,879","21","7","1","04/29/2024","Aoaoli","4.8","3.98 x 4.8 x 5.04 in","Large standard","0.331 lb","Style Name"
"B0FGXV24S6","Olanrun Large Dog Halloween Costumes  Adjustable Dog Bat Wings Costumes for Large Dogs with Pumpkin Bell Skeleton Print On The Back  Pet Costume Halloween Cosplay Party Dress Up  XL Black","OLANRUN","Pet Supplies","$26,403.57","2,643","$9.99","$7.59","$2.40","2,154","4","9","1","09/20/2025","OulanDirect","5.0","1.34 x 10.71 x 13.98 in","Large standard","0.6 lb","Size"
"B0DY9Y2RQ8","GORILLA GRIP Dog Doormat  Absorbent Doormats for Muddy Dogs Paws  Machine Washable Soakstopper Rugs  Cleaner Floors  US Designed Pet Bed Door Mat  Indoor Entrance Pets Rug  Mats 24x16 Beige","GORILLA GRIP","Pet Supplies","$117,942.62","4,538","$25.99","$10.26","$15.73","2,172","1","9","1","02/24/2025","GORILLA COMMERCE","5.0","4.41 x 4.8 x 9.25 in","Large standard","1.06 lb","Color Name, Style Name"
"B0DZFRNLT1","Barkbox Pumpkin Prodigy Dog Toy | Halloween Treat-Dispensing Rubber Dog Toy for Aggressive Chewers | Durable Dog Chew Toy for Medium Dogs & Puppy Essentials","Barkbox","Pet Supplies","$11,729.97","903","$12.99","$7.93","$5.06","2,224","1","7","1","03/05/2025","BARKBOX","5.0","3.35 x 5.79 x 8.03 in","Large standard","0.509 lb","Color, Size"
"B0BC9DR7H8","Rest-Eazzzy Cat House for Outdoor Cats  Weatherproof and Insulated Feral Cat House with Mat and Clip  Easy to Put Together  Selfwarming Cat Shelter for Winter  Never Blow Away (Black  House X 2)","Rest-Eazzzy","Pet Supplies","$50,490.57","1,443","$34.99","$19.27","$15.72","2,320","14","9","1","08/29/2022","Rest-Eazzzy Direct","4.5","5.71 x 14.45 x 16.34 in","Large bulky","1.301 lb","Pattern Name, Style Name"
"B0FBRR3WB3","Glucosamine for Dogs 200pcs Joint Support Supplement Dog Hip and Joint Chondroitin Chews Treats with MSM Hemp Dog Joint Pain Relief Mobility Supplements Duck Flavor Fit All Large Small Medium Breed","TTLXRL","Pet Supplies","$31,841.15","1,385","$22.99","$9.43","$13.56","2,322","2","9","1","06/03/2025","Captivating Horizons","5.0","3.54 x 3.58 x 5.24 in","Large standard","1.041 lb","Flavor, Size"
"B09S2WCHN4","Best Pet Supplies - All Weather Mesh/Plush  Reflective  No Pull Harness for Small  Medium Dogs  Cats - Secure with Hook & Loop Fastener  Buckle  Double D-Rings - Black/Orange Trim  S","Best Pet Supplies","Pet Supplies","$73,331.08","4,892","$14.99","$7.79","$7.20","2,377","38","7","1","02/08/2022","Amazon.com","4.4","1.929 x 8.11 x 8.465 in","Large standard","0.143 lb","Color, Size"
"B0DYJ6HWXM","PENPEN Probiotics for Dogs  Dogs Probiotics for Digestive Health  Multi-Probiotic and Enzyme Blend Promote Gut Health & Immune Support  Eases Sensitive Stomachs - Beef Flavor  180 Soft Chews","PENPEN","Pet Supplies","$65,045.90","2,410","$26.99","$9.59","$17.40","2,405","2","7","2","02/26/2025","Amazon","5.0","3.54 x 3.66 x 4.49 in","Large standard","0.93 lb","Size"
"B0F9KS7586","Pet Deadly Doll Dog Costumes  Funny Pets Cosplay Costume Halloween Dog Clothes Party Costume for Small Medium Large Dogs(Medium)","Duende","Pet Supplies","$25,945.44","1,528","$16.98","$7.44","$9.54","2,535","34","7","1","05/22/2025","A-Duende","4.4","2 x 5 x 5 in","Large standard","0.291 lb","Size"
"B0FDKZJS2Z","Kitys Fatch 48PCS 12Colors Cat Spring Toys for Indoor Cats  Interactive Coil Springs for Self Play  Durable Heavy Plastic Cat Spiral Spring  Hunting  Biting  Swatting Creative Kitten Toy","Kitys Fatch","Pet Supplies","$18,618.57","2,193","$8.49","$5.39","$3.10","2,603","28","7","1","06/18/2025","SuoKouTech","4.9","1.34 x 4.8 x 5.31 in","Large standard","0.201 lb","Color"
"B0863HVYTL","Curicyn Pink Eye Solution  Conjunctivitis Eye Drops for Dogs  Cats  Livestock and Horses – Pain Free  Non-Steroidal Dog Eye Wash with Purified Anolyte - Effects Observed in 1-3 Days","Curicyn","Pet Supplies","$203,669.73","4,527","$44.99","$7.74","$37.25","2,640","23","6","2","01/17/2020","Jeffers Pet, Equine, and Livestock","4.7","3.43 x 5.04 x 11.54 in","Large standard","1.79 lb","Size Name"
"B0FQMKYRJM","Sweetcrispy 63 inch Cat Tree Tower  Large Multi Level Cat Climbing Tower with Condo  Natural Sisal Scratching Posts  Extended Platform  Hammock  Pet House for Indoor Cats and Kittens Play  Beige","Sweetcrispy","Pet Supplies","$190,884.51","3,183","$59.97","$32.90","$27.07","2,644","7","5","1","09/11/2025","Amazon.com","5.0","24.4 x 20.07 x 9.06 in","Large bulky","35.7 lb","Color Name, Size Name"
"B0BX3MNGCK","TGIOW Cat Door Latch  1 Pcs Cat Door Stopper Pet Door Latch to Keep Dog Out of Litter Box and Food  Door Prop for Cat with 5 Adjustable Size Strap 2.5-6"" Wide  No Measuring  Easy to Install  Yellow","TGIOW","Pet Supplies","$33,406.19","4,181","$7.99","$4.48","$3.51","2,682","43","8","1","02/28/2023","libezone","4.4","0.35 x 4.61 x 14.96 in","Small standard","0.11 lb","Color Name"
"B07L93P5S2","Necoichi Raised Cat Food Bowl – Ceramic Elevated Cat Bowl for Whisker & Neck Fatigue  Dishwasher Microwave Safe – Non-Slip & Anti Vomiting Ergonomic Design (Sakura Floral  Regular)","NECOICHI","Pet Supplies","$66,825.81","3,519","$18.99","$7.99","$11.00","2,712","11","6","1","12/24/2018","Amazon.com","4.3","4.3 x 4.3 x 3 in","Large standard","10.88 oz","Color Name, Size Name"
"B0F6VJ9ZK7","Neater Pet Brands Lift N’ Bag 2.0 Dog Pooper Scooper with Bag Attachment & 27"" Pole for Small to Large Dogs  New & Improved Design  15 Refill Bags  Heavy Duty Dog Poop Scooper for Yard  One-Hand Use","Neater Pet Brands","Pet Supplies","$98,085.75","3,925","$24.99","$11.74","$13.25","2,778","3","9","1","04/29/2025","Neater Pet Brands","4.2","4.37 x 7.83 x 12.99 in","Large standard","1.369 lb","Color Name, Size Name"
"B0FDX3P1S1","Pet Passion Toby II - The Perfect Tee  3 Pack Short Sleeve Pet T-Shirt 100% Organic Cotton Tees Clothes for Small  Medium  Large Dogs​​  Gray Ombre  Large","pet passion","Pet Supplies","$64,757.88","3,036","$21.33","$8.74","$12.59","2,845","40","7","1","06/25/2025","Amazon.com","4.5","1.89 x 7.48 x 9.21 in","Large standard","0.421 lb","Color Name, Size Name"
"B0FJ2946J8","GutWell Itchy Skin - Dog Itching Skin Relief & Seasonal Allergy Itch Relief for Dogs - Promotes Skin Hydration  Elasticity & Healthy Barrier with Triple-biotic Blend  Zinc  & Vitamin E - 60 Scoops","Native Pet","Pet Supplies","$83,822.05","2,795","$29.99","$10.04","$19.95","2,845","34","9","1","07/18/2025","Native Pet","4.6","5.25 x 2.5 x 7 in","Large standard","0.769 lb","N.A."
"B0FJ88D2SS","Automatic Cat Litter Box Self Cleaning - APP Control - Weight Monitoring - Ultra-Quiet  Medium Cats and Kittens Litter Box  Safe Anti-Pinch【Assembly Required】- Grey","UPFAS","Pet Supplies","$301,179.92","2,008","$149.99","$50.58","$99.41","2,974","7","7","1","07/21/2025","JINGZHI TECHDE","5.0","15.98 x 19.45 x 20.94 in","Large bulky","20.951 lb","N.A."
"B0BGVBM7SF","Personalized Dog Tag with 5 Lines of Custom Deep Engraved Durable Stainless Steel Pet ID Name Tag Designer Small Size House","PetANTastic","Pet Supplies","$37,421.95","3,761","$9.95","$2.48","$7.47","2,984","29","7","1","09/29/2022","PetANTastic","4.7","N.A.","Small standard","N.A.","Size Name, Style Name"
"B0CXT8B6MB","Fitwarm Funny Fox Dog Pajamas  Warm Dog Onesie  Dog Clothes for Small Dogs Girl Boy  Lightweight Velvet  Pet Outfit  Gray  Orange  XS","Fitwarm","Pet Supplies","$32,783.13","2,187","$14.99","$6.39","$8.60","3,056","4","6","1","03/19/2024","Fitwarm","4.3","0.55 x 6.65 x 8.62 in","Small standard","0.13 lb","Color, Size"
"B0DZLSSDPV","Muddy Mat® Pack of 3 Highly Absorbent Microfiber Dog Door Mat and Pet Rug  Non Slip Thick Washable Area Mat Soft Chenille for Kitchen Bathroom Bedroom and Outdoor - Sea Green Small  Medium & Large","Muddy Mat","Pet Supplies","$154,314.45","2,271","$67.95","$19.38","$48.57","3,057","19","9","2","03/06/2025","The Virality Gifts","4.8","3.5 x 12.17 x 17.76 in","Large standard","6.971 lb","Color"
"B0D87CY26H","Pro Plan Veterinary Diets Purina Dental Chewz Dog Treats - 5 oz. Box (Pack of 2)","Pro Plan Veterinary Diets","Pet Supplies","$78,132.00","3,400","$22.98","$8.99","$13.99","3,062","3","7","1","06/27/2024","Amazon.com","5.0","2.85 x 5 x 8 in","Large standard","14.74 oz","Size Name"
"B0F9YJYRMJ","Casfuy 6-Speed Dog Nail Grinder – 50%+ Boost Power Dog Nail Trimmers Quiet with Dust Cap & 2 LED Lights & 2000mAh Battery & 4.8V Motor Electric Pet Toenail File Tool for Large Medium Small Dogs Cats","Casfuy","Pet Supplies","$90,239.91","3,009","$29.99","$9.64","$20.35","3,111","48","7","1","07/22/2025","Casfuy pet supply","4.6","1.93 x 4.09 x 7.87 in","Large standard","0.71 lb","Color"
"B0DPLMPRRC","Anavia Slide On Silent Pet ID Tags  S/M/L/XL Personalized Stainless Steel Cat Dog Tag with Elastic Fabric Band  Engraved Nameplate Quiet Chew-Proof Pet Collar Tag (Gold  S/M)","Anavia","Pet Supplies","$31,360.80","3,504","$8.95","$2.33","$6.62","3,112","13","7","1","12/02/2024","ANAVIA JEWELRY & GIFTS","3.7","2 x 2 x 1 in","Large standard","0.125 lb","Color, Size"
"B0FF9QT12B","UP URARA PUP Fall Dog Collar for Small Medium Large Dogs-Adjustable Autumn Leaf Print Dog Collar with Maple Charm  Cute Seasonal Pet Collars with Quick Release  Soft Durable Puppy Collars","UP URARA PUP","Pet Supplies","$9,516.09","1,191","$7.99","$5.32","$2.67","3,160","32","9","1","07/06/2025","UP URARA PUP","4.9","0.98 x 2.8 x 6.57 in","Large standard","0.071 lb","Color Name, Size Name"
"B0DCPDKJ2Y","Zero Waste USA 6 000 Commercial Grade  non-branded  Dog Waste Station Refill Roll Bags - 40% Thicker competitor brands Roll Bags - Fits Any Dog Waste Station - 30 rolls of 200 bags","ZERO WASTE USA","Pet Supplies","$639,107.39","4,261","$149.99","$46.40","$103.59","3,172","3","7","1","08/09/2024","Zero Waste USA","4.6","9.12 x 15.37 x 18.25 in","Large bulky","35.651 lb","Color Name, Size Name"
"B0DT1M4TYB","Weruva Wx Phos Focused Chicken and Tilapia Formula in Gravy 5.5oz Can  Pack of 8","Weruva","Pet Supplies","$21,130.56","828","$25.52","$11.98","$13.54","3,208","4","5","1","01/14/2025","Amazon.com","4.4","2.99 x 3.31 x 13.54 in","Large standard","3.53 lb","Flavor Name, Size Name"
"B0FGTYPQNZ","PAYHTOW Cat Halloween Costumes Dog Halloween Vampire Costume Funny Pet Vampire Devil Cape Cloak Halloween Costumes for Cats XS Small Dogs (Small)","PAYHTOW","Pet Supplies","$7,912.68","1,132","$6.99","$4.33","$2.66","3,248","19","9","1","08/10/2025","PAYHTOW","4.5","0.748 x 6.654 x 7.913 in","Small standard","0.099 lb","Size"
"B0FCG1FFVL","Casfuy New 6-Speed Dog Nail Grinder - 50% More Power Dog Nail Trimmers with 2 LED Lights Quiet 7h Running Time Electric Pet Nail Grinder File Toenail Grinder for Large Medium Small Dogs & Cats (OR)","Casfuy","Pet Supplies","$107,034.31","3,569","$29.99","$9.64","$20.35","3,256","44","7","1","08/21/2025","Casfuy pet supply","4.7","1.93 x 4.09 x 7.76 in","Large standard","0.659 lb","Color"
"B0DZC3HGB6","Cat Tunnel  2-Way Cat Tunnels for Indoor Cats  Collapsible Cat Play Tunnel  Interactive Toy Maze Cat House with 2 Play Ball for Cats  Puppy  Kitty  Kitten  Rabbit","Sheldamy","Pet Supplies","$26,430.92","3,308","$7.99","$4.66","$3.33","3,277","8","5","1","03/05/2025","egths","3.7","0.43 x 10.08 x 11.54 in","Small standard","0.37 lb","Color"
"B0CKT7NWPN","16 Pack Cat Water Fountain Replacement Filters Fit for 3L Flower Water Dispenser Automatic Pet Dog Cat Fountain Filter","Porens","Pet Supplies","$110,513.15","3,685","$29.99","$11.36","$18.63","3,286","47","7","1","10/10/2023","canova","4.4","5.67 x 5.75 x 9.09 in","Large standard","1.411 lb","Pattern Name"
"B0F52VZ8S9","Cat Harness and Leash for Walking Escape Proof Soft Adjustable Cat Leash Breathable Honeycomb Structure Comfortable Vest Easy to Wear Kitten Harness for Outdoor Travel  Honeycomb Red  S","BECHTEL","Pet Supplies","$49,169.25","3,075","$15.99","$7.54","$8.45","3,334","26","7","1","04/19/2025","BECHTEL","4.5","1.22 x 6.26 x 6.73 in","Large standard","0.351 lb","Color Name, Size Name"
"B0DT8RWDWJ","Vodolo 2PCS Reptile Thermometer and Humidity Gauge Digital Adhesive Reptile Terrarium Hydrometer Bearded Dragon Tank Accessories Pet Humidity Meter Supplies for Leopard Crested Gecko Snake Lizard","Vodolo","Pet Supplies","$31,808.16","3,184","$9.99","$4.78","$5.21","3,398","10","5","1","01/17/2025","VODOLO","4.6","0.71 x 3.9 x 5.67 in","Small standard","0.09 lb","Size Name"
"B0FDGQ3CCW","COAT DEFENSE Daily Preventative Powder - 9 oz. Precision Point","COAT DEFENSE","Pet Supplies","$75,593.80","2,524","$29.95","$10.03","$19.92","3,415","25","3","1","06/17/2025","Coat Defense","4.6","2.65 x 2.65 x 8.6 in","Large standard","0.851 lb","N.A."
"B0FHQTQHND","Indestructible Heated Cat House for Outside Cats Winter  100% Weatherproof  Safe Escape Door  Insulated Outdoor Cat Shelter with Heater for Feral Barn Cat Kitty (Forest Green  13""x17""x12.6"")","rolimate","Pet Supplies","$234,576.54","2,346","$99.99","$25.39","$74.60","3,539","44","5","1","09/05/2025","Rolimate US","4.3","6.25 x 13.5 x 17.5 in","Large standard","5.6 lb","Color, Size"
"B0F8H9ZF7S","Outdoor Heated Cat House in Winter Extremely Insulated & Weatherproof Feral Cat Shelter with Waterproof Eaves & Escape Door for Outside Stray Barn Cat(Dark Green 25.6""x16.5""x13.4"")","Lamlingo","Pet Supplies","$416,071.50","2,850","$145.99","$39.34","$106.65","3,576","32","7","1","07/30/2025","Cotogo","4.5","5.8 x 17.2 x 25.2 in","Large bulky","8.569 lb","Color Name, Size Name"
"B0FHBDPV6S","TERRAPET Pet Eye Cream Health for Dogs  Cats  Cattle  Sheep  Horse  Bird 1/8 oz /5gr  1 Tube","TERRAPET","Pet Supplies","$43,438.27","2,173","$19.99","$7.67","$12.32","3,581","39","5","1","08/25/2024","TERRAPET LLC","4.5","1.34 x 2.13 x 4.13 in","Large standard","0.04 lb","N.A."
"B0FJ8C7TP9","OllyDog Goodie Treat Bag  Dog Treat Pouch  Waist Belt Clip for Hands-Free Training  Magnetic Closure  Dog Training and Behavior Aids  Three Ways to Wear (Portabella)","OllyDog","Pet Supplies","$60,268.95","3,021","$19.95","$8.53","$11.42","3,586","1","5","1","07/22/2024","OllyDog","5.0","2.2 x 5.83 x 8.43 in","Large standard","0.24 lb","Color Name"
"B0FFQYN872","Pupford Freeze Dried Training Treats for Dogs & Puppies  225+ Single Ingredient Bites (Cheddar  3 oz)","Pupford","Pet Supplies","$23,796.18","2,382","$9.99","$5.87","$4.12","3,610","7","7","2","07/02/2025","Pupford","4.4","1.42 x 5.87 x 8.39 in","Large standard","0.201 lb","Flavor Name, Size Name"
"B0FCSS92TV","zulinlong 2 Pack Breakaway Cat Collars with Bells  Reflective Design and Claw Print Design  Safety Buckle Kitten Collars Adjustable from 7.5 to 12.5 Inches (Sky Blue)","zulinlong","Pet Supplies","$16,729.74","3,726","$4.49","$4.79","N.A.","3,640","48","9","1","06/11/2025","Zulinlong","4.6","0.79 x 3.5 x 5.75 in","Large standard","0.04 lb","Color"
"B09LWM8DXQ","Voyager Step-in Air All Weather Mesh Harness and Reflective Dog 5 ft Leash Combo with Neoprene Handle  for Small  Medium and Large Breed Puppies by Best Pet Supplies - Lime Green (2-Tone)  XS","Best Pet Supplies","Pet Supplies","$62,704.98","3,302","$18.99","$9.36","$9.63","3,664","7","7","1","11/15/2021","Amazon.com","3.7","1.3 x 9.61 x 12.24 in","Large standard","0.37 lb","Color Name, Size Name"
"B0BYTK14B1","Catstages Flapperz Duck Plush Interactive Catnip Cat Toy","Catstages","Pet Supplies","$5,097.49","851","$5.99","$5.02","$0.97","3,672","37","5","1","03/17/2023","Amazon.com","4.4","1.732 x 4.724 x 6.969 in","Large standard","0.055 lb","Color, Size"
"B0D37F6FKV","Paiaite Dog Pajamas Onesie: Comfortable Four-Legged Apparel for Small  Medium  & Large Dogs  Polyester Material for Comfort  Wrinkle Resistance  Moisture Wicking  and Stretchiness Yellow Duck 3XL","Paiaite","Pet Supplies","$35,018.10","2,190","$15.99","$9.16","$6.83","3,674","21","7","1","05/03/2024","Paiaite","4.0","1.73 x 10.16 x 13.62 in","Large standard","0.421 lb","Color, Size"
